Platform,CPU,buffer_pool,disk_bandwidth_quanta,TPMC
Blade,0.25,16,16,131.8429412
Blade,0.25,16,32,129.9797059
Blade,0.25,16,48,131.1461765
Blade,0.25,32,1,30.12166667
Blade,0.25,32,2,62.656
Blade,0.25,32,4,113.8
Blade,0.25,32,8,139.5233333
Blade,0.25,32,16,152.4443333
Blade,0.25,32,32,161.5663333
Blade,0.25,32,48,161.7113333
Blade,0.25,64,1,42.7569697
Blade,0.25,64,2,79.666
Blade,0.25,64,4,161.0412121
Blade,0.25,64,8,190.2424242
Blade,0.25,64,16,210.5548485
Blade,0.25,64,32,219.929697
Blade,0.25,64,48,220.5154545
Blade,0.25,128,1,59.18121212
Blade,0.25,128,2,116.1103333
Blade,0.25,128,4,240.5451515
Blade,0.25,128,8,286.8384848
Blade,0.25,128,16,318.1621212
Blade,0.25,128,32,328.5451515
Blade,0.25,128,48,326.5351515
Blade,0.25,256,1,78.41393939
Blade,0.25,256,2,129.6773333
Blade,0.25,256,4,299.3942424
Blade,0.25,256,8,400.3642424
Blade,0.25,256,16,458.6260606
Blade,0.25,256,32,484.8478788
Blade,0.25,256,48,492.4036364
Blade,0.25,512,1,137.1612121
Blade,0.25,512,2,146.2223333
Blade,0.25,512,4,399.5545455
Blade,0.25,512,8,528.1712121
Blade,0.25,512,16,616.3533333
Blade,0.25,512,32,651.7572727
Blade,0.25,512,48,657.6663636
Blade,0.25,1024,1,236.6160606
Blade,0.25,1024,2,217.6336667
Blade,0.25,1024,4,495.5257576
Blade,0.25,1024,8,642.3945455
Blade,0.25,1024,16,734.1309091
Blade,0.25,1024,32,761.4039394
Blade,0.25,1024,48,757.1418182
Blade,0.5,1,1,17.84108696
Blade,0.5,1,2,38.67766667
Blade,0.5,1,4,98.63764706
Blade,0.5,1,8,198.8044118
Blade,0.5,1,16,258.2738235
Blade,0.5,1,32,271.3917647
Blade,0.5,1,48,270.1664706
Blade,0.5,2,1,20.57852941
Blade,0.5,2,2,41.156
Blade,0.5,2,4,105.7152941
Blade,0.5,2,8,204.0588235
Blade,0.5,2,16,259.6858824
Blade,0.5,2,32,272.4614706
Blade,0.5,2,48,271.7064706
Blade,0.5,4,1,20.633
Blade,0.5,4,2,47.76733333
Blade,0.5,4,4,106.0116667
Blade,0.5,4,8,206.745
Blade,0.5,4,16,259.244
Blade,0.5,4,32,270.91
Blade,0.5,4,48,268.7223333
Blade,0.5,8,1,21.62676471
Blade,0.5,8,2,45.78866667
Blade,0.5,8,4,114.9802941
Blade,0.5,8,8,210.5879412
Blade,0.5,8,16,267.1570588
Blade,0.5,8,32,277.2947059
Blade,0.5,8,48,277.3238235
Blade,0.5,16,1,24.74470588
Blade,0.5,16,2,51.53233333
Blade,0.5,16,4,135.7355882
Blade,0.5,16,8,240.3132353
Blade,0.5,16,16,284.5391176
Blade,0.5,16,32,289.3135294
Blade,0.5,16,48,287.7147059
Blade,0.5,32,1,30.54533333
Blade,0.5,32,2,70.678
Blade,0.5,32,4,177.2556667
Blade,0.5,32,8,308.745
Blade,0.5,32,16,353.156
Blade,0.5,32,32,353.4333333
Blade,0.5,32,48,352.2
Blade,0.5,64,1,43.48515152
Blade,0.5,64,2,86.778
Blade,0.5,64,4,235.2427273
Blade,0.5,64,8,402.7981818
Blade,0.5,64,16,459.8384848
Blade,0.5,64,32,467.9390909
Blade,0.5,64,48,473.3942424
Blade,0.5,128,1,58.43424242
Blade,0.5,128,2,129.612
Blade,0.5,128,4,347.1924242
Blade,0.5,128,8,617.1821212
Blade,0.5,128,16,733.0609091
Blade,0.5,128,32,753.9484848
Blade,0.5,128,48,753.5554545
Blade,0.5,256,1,71.50545455
Blade,0.5,256,2,203.9326667
Blade,0.5,256,4,469.1618182
Blade,0.5,256,8,832.5854545
Blade,0.5,256,16,1046.788788
Blade,0.5,256,32,1094.807879
Blade,0.5,256,48,1110.848788
Blade,0.5,512,1,90.3630303
Blade,0.5,512,2,309.9553333
Blade,0.5,512,4,615.8793939
Blade,0.5,512,8,1175.231818
Blade,0.5,512,16,1456.30303
Blade,0.5,512,32,1586.424242
Blade,0.5,512,48,1610.222727
Blade,0.5,1024,1,161.980303
Blade,0.5,1024,2,479.978
Blade,0.5,1024,4,967.6763636
Blade,0.5,1024,8,1423.070909
Blade,0.5,1024,16,1727.374242
Blade,0.5,1024,32,1822.040606
Blade,0.5,1024,48,1800.72697
Blade,1,1,1,16.29
Blade,1,1,2,41.31
Blade,1,1,4,102.9711765
Blade,1,1,8,226.8038235
Blade,1,1,16,363.4605882
Blade,1,1,32,397.5579412
Blade,1,1,48,406.1470588
Blade,1,2,1,19.83264706
Blade,1,2,2,41.26666667
Blade,1,2,4,107.4126471
Blade,1,2,8,229.7841176
Blade,1,2,16,366.1858824
Blade,1,2,32,402.8529412
Blade,1,2,48,404.9314706
Blade,1,4,1,20.222
Blade,1,4,2,46.76666667
Blade,1,4,4,110.656
Blade,1,4,8,227.566
Blade,1,4,16,363.7333333
Blade,1,4,32,389.633
Blade,1,4,48,397.2326667
Blade,1,8,1,22.18588235
Blade,1,8,2,47.112
Blade,1,8,4,125.2064706
Blade,1,8,8,276.6958824
Blade,1,8,16,435.7747059
Blade,1,8,32,472.2644118
Blade,1,8,48,466.3241176
Blade,1,16,1,25.44147059
Blade,1,16,2,54.43333333
Blade,1,16,4,139.5488235
Blade,1,16,8,274.7152941
Blade,1,16,16,415.5882353
Blade,1,16,32,441.5591176
Blade,1,16,48,444.5197059
Blade,1,32,1,30.26633333
Blade,1,32,2,75.234
Blade,1,32,4,199.645
Blade,1,32,8,407.1233333
Blade,1,32,16,583.2783333
Blade,1,32,32,608.0893333
Blade,1,32,48,607.222
Blade,1,64,1,44.37393939
Blade,1,64,2,88.144
Blade,1,64,4,263.5554545
Blade,1,64,8,548.5557576
Blade,1,64,16,827.98
Blade,1,64,32,872.6666667
Blade,1,64,48,875.7781818
Blade,1,128,1,61.26242424
Blade,1,128,2,130.134
Blade,1,128,4,372.3433333
Blade,1,128,8,784.6769697
Blade,1,128,16,1217.928788
Blade,1,128,32,1273.353333
Blade,1,128,48,1270.64697
Blade,1,256,1,68.00939394
Blade,1,256,2,162.055
Blade,1,256,4,489.8287879
Blade,1,256,8,1038.617273
Blade,1,256,16,1729.28303
Blade,1,256,32,1856.535455
Blade,1,256,48,1863.111212
Blade,1,512,1,70.16151515
Blade,1,512,2,309.966
Blade,1,512,4,638.4336364
Blade,1,512,8,1412.020909
Blade,1,512,16,2381.979697
Blade,1,512,32,2821.848788
Blade,1,512,48,2839.243333
Blade,1,1024,1,229.2021212
Blade,1,1024,2,425.3433333
Blade,1,1024,4,1082.66697
Blade,1,1024,8,1682.272121
Blade,1,1024,16,2923.535455
Blade,1,1024,32,3269.808182
Blade,1,1024,48,3308.747879
