Platform,CPU,buffer_pool,disk_bandwidth_quanta,TPMC
Blade,1,1,2,13.39933333
Blade,1,1,4,29.98766667
Blade,1,1,8,58.33333333
Blade,1,1,16,81.167
Blade,1,1,32,86.37733333
Blade,1,1,48,86.223
Blade,1,2,1,5.378965517
Blade,1,2,2,13.20033333
Blade,1,2,4,30.05633333
Blade,1,2,8,57.94466667
Blade,1,2,16,79.98866667
Blade,1,2,32,87.02233333
Blade,1,2,48,87.033
Blade,1,4,1,5.610666667
Blade,1,4,2,13.322
Blade,1,4,4,29.82233333
Blade,1,4,8,57.144
Blade,1,4,16,78.34466667
Blade,1,4,32,84.43366667
Blade,1,4,48,85.877
Blade,1,8,1,5.433666667
Blade,1,8,2,13.05466667
Blade,1,8,4,29.54433333
Blade,1,8,8,56.467
Blade,1,8,16,78.479
Blade,1,8,32,87.3
Blade,1,8,48,84.78833333
Blade,1,16,1,5.032666667
Blade,1,16,2,12.75566667
Blade,1,16,4,29.02225806
Blade,1,16,8,55.601
Blade,1,16,16,80.84366667
Blade,1,16,32,85.223
Blade,1,16,48,86.978
Blade,1,32,1,5.655666667
Blade,1,32,2,14.91166667
Blade,1,32,4,34.91033333
Blade,1,32,8,72.156
Blade,1,32,16,105.8223333
Blade,1,32,32,115.0016667
Blade,1,32,48,115.5883333
Blade,1,64,1,5.899666667
Blade,1,64,2,15.334
Blade,1,64,4,39.13266667
Blade,1,64,8,79.82166667
Blade,1,64,16,114.656
Blade,1,64,32,123.5893333
Blade,1,64,48,124.2443333
Blade,1,128,1,6.078
Blade,1,128,2,15.622
Blade,1,128,4,39.28933333
Blade,1,128,8,83.333
Blade,1,128,16,116.5641379
Blade,1,128,32,125.9517857
Blade,1,128,48,127.667
Blade,1,256,1,5.907931034
Blade,1,256,2,14.98866667
Blade,1,256,4,39.933
Blade,1,256,8,86.933
Blade,1,256,16,126.889
Blade,1,256,32,134.2553333
Blade,1,256,48,134.478
Blade,1,512,1,5.955333333
Blade,1,512,2,15.09933333
Blade,1,512,4,40.833
Blade,1,512,8,95.122
Blade,1,512,16,142.7117241
Blade,1,512,32,157.2996667
Blade,1,512,48,158.7896667
Blade,1,1024,1,7.555333333
Blade,1,1024,2,19.245
Blade,1,1024,4,43.78833333
Blade,1,1024,8,97.44366667
Blade,1,1024,16,145.5776667
Blade,1,1024,32,157.9553333
Blade,1,1024,48,158.0443333
